Feature_ID	Female_108 - Total gene reads	Male_108 - Total gene reads
TR22033|c0_g1_i1	36	43
TR22033|c2_g1_i1	29	39
TR22034|c0_g1_i1	289	356
TR22035|c0_g1_i1	7	15
TR22035|c0_g1_i2	16	18
TR22035|c0_g1_i3	5	0
TR22036|c0_g1_i1	76	72
TR22036|c1_g1_i1	734	322
TR22037|c0_g1_i1	32	34
TR22038|c0_g1_i1	206	207
TR22039|c0_g1_i1	10	5
TR22039|c0_g2_i1	6	5
TR22039|c0_g3_i1	22	12
TR22039|c1_g1_i1	3	19
TR22039|c1_g1_i2	10	12
TR22040|c0_g1_i1	24	49
TR22041|c0_g1_i1	38	34
TR22041|c0_g2_i1	25	47
TR22041|c1_g1_i1	4	2
TR22041|c2_g1_i1	54	60
TR22042|c0_g1_i1	2	20
TR22042|c1_g1_i1	21	44
TR22042|c1_g2_i1	1	1
TR22043|c0_g1_i1	19	35
TR22043|c0_g1_i2	9	31
TR22044|c0_g1_i1	19	13
TR22044|c1_g1_i1	40	37
TR22045|c0_g1_i1	6	18
TR22045|c0_g1_i2	13	14
TR22045|c0_g1_i3	29	17
TR22046|c0_g1_i1	3	23
TR22046|c1_g1_i1	6	67
TR22046|c1_g1_i2	15	85
TR22046|c1_g1_i3	0	17
TR22047|c0_g1_i1	55	31
TR22048|c0_g1_i1	98	44
TR22048|c0_g1_i2	0	0
TR22049|c0_g1_i1	2	24
TR22049|c2_g1_i1	10	22
TR22049|c2_g1_i2	17	19
TR22050|c0_g1_i1	16	40
TR22050|c0_g1_i2	103	191
TR22050|c0_g1_i3	764	699
TR22051|c0_g1_i1	35	43
TR22052|c0_g1_i1	500	337
TR22053|c0_g1_i1	9	44
TR22053|c0_g2_i1	0	10
TR22054|c0_g1_i1	117	154
TR22055|c0_g1_i1	30	109
TR22056|c0_g1_i1	0	0
TR22056|c0_g2_i1	60	108
TR22056|c0_g2_i2	100	82
TR22056|c0_g2_i3	20	29
TR22056|c0_g2_i4	19	7
TR22057|c0_g1_i1	1	128
TR22057|c1_g1_i1	203	50
TR22058|c0_g1_i1	14	11
TR22058|c0_g2_i1	5	12
TR22058|c1_g1_i1	36	36
TR22059|c0_g1_i1	164	316
TR22060|c0_g1_i1	188	226
TR22061|c2_g1_i1	26	28
TR22061|c2_g1_i2	1	24
TR22061|c2_g1_i3	0	12
TR22061|c2_g2_i1	4	23
TR22062|c0_g1_i1	111	56
TR22063|c0_g1_i1	86	82
TR22064|c0_g1_i1	71	56
TR22065|c0_g1_i1	340	385
TR22065|c0_g1_i2	10	29
TR22066|c0_g1_i1	197	421
TR22067|c0_g1_i1	85	58
TR22068|c0_g1_i1	0	0
TR22068|c0_g1_i2	3	10
TR22068|c0_g2_i1	23	11
TR22068|c0_g2_i2	2	17
TR22069|c0_g1_i1	92	28
TR22070|c0_g1_i1	1187	1544
TR22070|c0_g1_i2	177	247
TR22070|c0_g2_i1	11	6
TR22071|c0_g1_i1	164	110
TR22071|c0_g2_i1	260	129
TR22072|c0_g1_i1	7292	13880
TR22073|c0_g1_i1	16	31
TR22074|c0_g1_i1	6	7
TR22074|c0_g2_i1	34	23
TR22074|c0_g3_i1	41	49
TR22075|c0_g1_i1	9	137
TR22075|c0_g1_i2	0	28
TR22076|c0_g1_i1	453	359
TR22077|c0_g1_i1	52	60
TR22077|c0_g2_i1	9	5
TR22078|c0_g1_i1	6	11
TR22078|c0_g1_i2	17	9
TR22078|c0_g1_i3	14	37
TR22079|c0_g1_i1	15	3
TR22079|c1_g1_i1	6	8
TR22079|c1_g2_i1	5	0
TR22079|c1_g3_i1	6	5
TR22079|c1_g4_i1	9	3
TR22079|c1_g5_i1	3	0
TR22080|c0_g1_i1	631	971
TR22081|c0_g1_i1	92	0
TR22081|c0_g2_i1	37	4
TR22082|c0_g1_i1	298	806
TR22083|c0_g1_i1	43	74
TR22084|c1_g1_i1	0	8
TR22084|c1_g2_i1	15	25
TR22084|c1_g2_i2	21	0
TR22085|c0_g1_i1	39	32
TR22086|c0_g1_i1	86	276
TR22087|c0_g1_i1	2800	4103
TR22088|c0_g1_i1	59	27
TR22088|c0_g1_i2	29	18
TR22088|c0_g1_i3	66	36
TR22088|c0_g2_i1	19	22
TR22088|c0_g1_i4	203	104
TR22089|c0_g1_i1	2602	371
TR22089|c0_g1_i2	11396	427
TR22090|c0_g1_i1	2	29
TR22091|c0_g1_i1	121180	355518
TR22091|c0_g2_i1	7033	6643
TR22092|c0_g1_i1	240	436
TR22093|c0_g1_i1	40	66
TR22094|c0_g1_i1	17	3
TR22094|c0_g1_i2	8	13
TR22095|c0_g1_i1	90	186
TR22096|c0_g1_i1	4	10
TR22096|c0_g1_i2	25	34
TR22097|c0_g1_i1	338	262
TR22098|c0_g1_i1	2272	4738
TR22099|c0_g1_i1	76	189
TR22099|c0_g1_i2	9	58
TR22100|c0_g1_i1	9	4
TR22100|c0_g2_i1	0	6
TR22100|c0_g3_i1	0	0
TR22100|c1_g1_i1	16	2
TR22100|c1_g1_i2	0	12
TR22101|c0_g1_i1	644	1091
TR22102|c0_g1_i1	34	43
TR22103|c0_g1_i1	45	26
TR22103|c0_g1_i2	11	14
TR22104|c0_g1_i1	220	113
TR22104|c0_g2_i1	0	9
TR22105|c0_g1_i1	71	43
TR22106|c0_g1_i1	41	126
TR22106|c0_g1_i2	0	14
TR22107|c0_g1_i1	70	54
TR22108|c0_g1_i1	180	711
TR22109|c0_g1_i1	1108	2072
TR22109|c1_g1_i1	36	56
TR22110|c0_g1_i1	31	144
TR22111|c0_g1_i1	5918	5551
TR22112|c0_g1_i1	26	55
TR22112|c0_g1_i2	33	5
TR22113|c0_g1_i1	18	22
TR22113|c0_g1_i2	8	4
TR22114|c0_g1_i1	16	30
TR22115|c0_g1_i1	33	16
TR22116|c0_g1_i1	2	10
TR22116|c1_g1_i1	5	40
TR22117|c0_g1_i1	3	3
TR22117|c0_g2_i1	33	23
TR22117|c0_g2_i2	7	22
TR22118|c0_g1_i1	17	10
TR22118|c0_g1_i2	18	16
TR22119|c0_g1_i1	677	220
TR22120|c0_g1_i1	854	1228
TR22121|c0_g1_i1	98	118
TR22122|c0_g1_i1	159	118
TR22123|c0_g1_i1	290	440
TR22124|c1_g1_i1	21	16
TR22124|c1_g1_i2	31	17
TR22125|c0_g1_i1	114	176
TR22126|c0_g1_i1	5	10
TR22126|c0_g2_i1	60	62
TR22127|c0_g1_i1	16	24
TR22128|c0_g1_i1	638	781
TR22129|c0_g1_i1	275	156
TR22130|c0_g1_i1	301	6071
TR22131|c0_g1_i1	183	156
TR22132|c0_g1_i1	10	34
TR22132|c0_g1_i2	55	39
TR22133|c0_g1_i1	11	9
TR22133|c0_g1_i2	12	11
TR22134|c0_g1_i1	44	15
TR22134|c0_g1_i2	50	69
TR22135|c0_g1_i1	189	219
TR22136|c0_g1_i1	4	3
TR22136|c0_g1_i2	14	13
TR22137|c0_g1_i1	1865	1389
TR22138|c0_g1_i1	70	57
TR22138|c0_g2_i1	14	25
TR22138|c0_g2_i2	8	28
TR22138|c0_g2_i3	7	39
TR22139|c0_g1_i1	15	41
TR22140|c0_g1_i1	37	23
TR22141|c0_g1_i1	0	4
TR22141|c0_g1_i2	35	77
TR22141|c0_g2_i1	0	5
TR22142|c0_g1_i1	6	6
TR22142|c0_g1_i2	0	6
TR22143|c0_g1_i1	13	22
TR22143|c0_g1_i2	0	0
TR22143|c0_g1_i3	10	36
TR22143|c0_g2_i1	1	8
TR22144|c0_g1_i1	68	155
TR22145|c0_g1_i1	5	0
TR22145|c0_g1_i2	29	47
TR22146|c0_g1_i1	177	87
TR22147|c2_g1_i1	199	189
TR22147|c2_g1_i2	221	277
TR22147|c2_g1_i3	627	515
TR22147|c2_g1_i4	216	269
TR22147|c2_g2_i1	77	143
TR22148|c0_g1_i1	48	19
TR22149|c0_g1_i1	10	156
TR22150|c0_g1_i1	83	77
TR22151|c0_g1_i1	324	254
TR22152|c0_g1_i1	170	121
TR22153|c0_g1_i1	21	19
TR22153|c0_g1_i2	4	0
TR22153|c0_g1_i3	0	10
TR22154|c0_g1_i1	16	8
TR22154|c1_g1_i1	55	31
TR22154|c1_g1_i2	45	26
TR22155|c0_g1_i1	6	7
TR22155|c0_g1_i2	11	12
TR22156|c0_g1_i1	17	8
TR22156|c0_g1_i2	10	27
TR22157|c0_g1_i1	91	194
TR22158|c0_g1_i1	26	61
TR22158|c0_g1_i2	0	31
TR22159|c0_g1_i1	470	252
TR22160|c0_g1_i1	0	49
TR22160|c0_g1_i2	17	71
TR22160|c0_g1_i3	14	67
TR22161|c1_g1_i1	14	7
TR22162|c0_g1_i1	3	111
TR22162|c1_g1_i1	3	77
TR22163|c0_g1_i1	10	3
TR22163|c0_g2_i1	0	0
TR22163|c0_g3_i1	111	1982
TR22163|c0_g3_i2	27	377
TR22163|c0_g3_i3	16	2
TR22164|c0_g1_i1	68	107
TR22164|c0_g1_i2	3	34
TR22165|c0_g1_i1	103	123
TR22166|c0_g1_i1	21	1
TR22166|c0_g1_i2	34	26
TR22167|c0_g1_i1	46	21
TR22168|c0_g1_i1	730	867
TR22169|c0_g1_i1	6	124
TR22169|c0_g1_i2	21	51
TR22170|c0_g1_i1	134	102
TR22171|c0_g1_i1	0	7
TR22171|c0_g2_i1	179	107
TR22171|c0_g2_i2	342	781
TR22172|c0_g1_i1	27	49
TR22173|c0_g1_i1	126	60
TR22173|c0_g1_i2	109	51
TR22173|c0_g1_i3	14	31
TR22174|c0_g1_i1	205	103
TR22174|c0_g2_i1	6	0
TR22174|c0_g2_i2	14	13
TR22174|c0_g2_i3	8	0
TR22175|c0_g1_i1	14	7
TR22175|c0_g1_i2	47	41
TR22175|c0_g1_i3	22	17
TR22176|c0_g1_i1	20	24
TR22176|c0_g1_i2	31	18
TR22177|c0_g1_i1	43	62
TR22177|c0_g1_i2	4	1
TR22178|c0_g1_i1	72	84
TR22179|c0_g1_i1	160	214
TR22180|c0_g1_i1	12	19
TR22180|c0_g1_i2	6	10
TR22181|c0_g1_i1	34	23
TR22181|c0_g2_i1	212	140
TR22182|c0_g1_i1	88	46
TR22183|c0_g1_i1	49	58
TR22184|c0_g1_i1	429	470
TR22185|c1_g1_i1	63	35
TR22185|c2_g1_i1	4	7
TR22185|c2_g2_i1	11	103
TR22185|c2_g3_i1	0	0
TR22186|c0_g1_i1	31	250
TR22186|c0_g1_i2	67	150
TR22187|c0_g1_i1	2	1
TR22187|c0_g1_i2	2	17
TR22188|c0_g1_i1	34	72
TR22189|c0_g1_i1	38	0
TR22189|c0_g1_i2	0	11
TR22189|c0_g1_i3	90	44
TR22190|c1_g1_i1	59	32
TR22190|c1_g1_i2	16	34
TR22191|c0_g1_i1	36	19
TR22191|c0_g1_i2	39	133
TR22192|c0_g1_i1	101	30
TR22193|c0_g1_i1	15	33
TR22193|c0_g2_i1	62	86
TR22194|c0_g1_i1	23	24
TR22194|c0_g1_i2	0	11
TR22195|c0_g1_i1	14	12
TR22195|c0_g1_i2	4	12
TR22195|c0_g1_i3	28	6
TR22196|c0_g1_i1	97	97
TR22197|c0_g1_i1	8	0
TR22197|c0_g1_i2	4	27
TR22198|c0_g1_i1	4	4
TR22198|c0_g1_i2	8	41
TR22199|c0_g1_i1	10	25
TR22199|c0_g1_i2	35	25
TR22200|c0_g1_i1	67	41
TR22200|c0_g1_i2	0	46
TR22201|c0_g1_i1	7	4
TR22201|c0_g1_i2	9	23
TR22202|c0_g1_i1	336	312
TR22202|c0_g1_i2	28	37
TR22203|c0_g1_i1	9	0
TR22203|c0_g1_i2	6	0
TR22203|c0_g1_i3	35	31
TR22204|c0_g1_i1	29	31
TR22205|c0_g1_i1	75	83
TR22206|c0_g1_i1	5	13
TR22206|c0_g2_i1	112	82
TR22206|c0_g2_i2	11	50
TR22207|c0_g1_i1	6	23
TR22207|c0_g2_i1	7	0
TR22207|c0_g2_i2	5	13
TR22207|c0_g3_i1	0	1
TR22208|c0_g1_i1	6	37
TR22208|c0_g1_i2	8	7
TR22209|c0_g1_i1	44	58
TR22210|c0_g1_i1	48	59
TR22211|c0_g1_i1	139	615
TR22211|c0_g1_i2	9	2
TR22211|c0_g1_i3	26	116
TR22212|c0_g1_i1	9	98
TR22213|c0_g1_i1	0	0
TR22213|c0_g1_i2	153	113
TR22214|c0_g1_i1	14	29
TR22215|c0_g1_i1	3	22
TR22216|c0_g1_i1	81	39
TR22216|c0_g1_i2	71	112
TR22217|c0_g1_i1	12	7
TR22217|c0_g1_i2	6	9
TR22217|c0_g1_i3	3	0
TR22217|c0_g1_i4	1	5
TR22218|c0_g1_i1	54	50
TR22219|c0_g1_i1	40	59
TR22220|c0_g1_i1	18	63
TR22221|c1_g1_i1	23	82
TR22222|c0_g1_i1	78	269
TR22223|c0_g1_i1	7	4
TR22223|c0_g1_i2	30	83
TR22223|c0_g1_i3	134	40
TR22223|c0_g1_i4	0	0
TR22223|c0_g1_i5	9	7
TR22224|c0_g1_i1	10	52
TR22224|c0_g1_i2	7	553
TR22225|c0_g1_i1	645	847
TR22226|c0_g1_i1	39	31
TR22227|c0_g1_i1	40	55
TR22228|c0_g1_i1	39	15
TR22228|c0_g1_i2	36	42
TR22229|c0_g1_i1	117	157
TR22229|c0_g1_i2	268	257
TR22230|c0_g1_i1	42	30
TR22231|c0_g1_i1	7	10
TR22231|c0_g1_i2	35	12
TR22231|c0_g1_i3	17	4
TR22231|c0_g1_i4	11	0
TR22231|c0_g1_i5	5	8
TR22231|c0_g1_i6	4	2
TR22231|c0_g1_i7	0	12
TR22231|c0_g1_i8	16	8
TR22231|c0_g1_i9	0	55
TR22231|c0_g1_i10	35	31
TR22232|c0_g1_i1	86	82
TR22232|c0_g1_i2	13	38
TR22233|c0_g1_i1	110	260
TR22234|c0_g1_i1	54	62
TR22235|c0_g1_i1	15	10
TR22235|c0_g1_i2	113	127
TR22236|c0_g1_i1	102	148
TR22236|c0_g1_i2	25	41
TR22237|c0_g1_i1	71	98
TR22238|c0_g1_i1	134	188
TR22239|c0_g1_i1	558	491
TR22240|c0_g1_i1	40	1
TR22240|c0_g1_i2	4	38
TR22240|c0_g1_i3	0	5
TR22241|c0_g1_i1	44	20
TR22241|c0_g1_i2	171	189
TR22242|c0_g1_i1	33	45
TR22242|c0_g1_i2	125	31
TR22242|c0_g1_i3	55	28
TR22243|c0_g1_i1	572	787
TR22244|c0_g1_i1	40	25
TR22245|c0_g1_i1	153	135
TR22245|c0_g1_i2	3663	3432
TR22246|c0_g1_i1	22	24
TR22246|c0_g2_i1	11	0
TR22247|c0_g1_i1	8	27
TR22247|c0_g1_i2	30	21
TR22248|c0_g1_i1	23	61
TR22248|c0_g1_i2	305	245
TR22249|c0_g1_i1	6	8
TR22249|c0_g1_i2	10	9
TR22249|c0_g1_i3	8	10
TR22249|c0_g1_i4	6	7
TR22250|c0_g1_i1	54	33
TR22250|c0_g2_i1	0	3
TR22251|c0_g1_i1	150	196
TR22252|c0_g1_i1	24	139
TR22253|c0_g1_i1	128	218
TR22253|c0_g1_i2	84	173
TR22253|c0_g1_i3	257	340
TR22254|c0_g1_i1	45	74
TR22255|c0_g1_i1	943	1632
TR22256|c0_g1_i1	27	87
TR22256|c0_g1_i2	17	0
TR22256|c0_g1_i3	0	0
TR22256|c0_g1_i4	0	0
TR22257|c0_g1_i1	213	217
TR22258|c0_g1_i1	829	1306
TR22259|c0_g1_i1	5	48
TR22259|c0_g1_i2	0	16
TR22259|c1_g1_i1	9	56
TR22259|c1_g1_i2	41	7
TR22259|c1_g1_i3	145	144
TR22260|c2_g1_i1	5	2
TR22260|c2_g1_i2	0	0
TR22260|c2_g1_i3	0	0
TR22260|c2_g1_i4	5	7
TR22260|c2_g1_i5	0	0
TR22260|c2_g1_i6	8	0
TR22260|c2_g1_i7	0	0
TR22260|c2_g1_i8	3	6
TR22260|c2_g1_i9	8	0
TR22260|c2_g1_i10	5	0
TR22260|c2_g1_i11	11	0
TR22260|c2_g1_i12	2	4
TR22260|c2_g1_i13	1	9
TR22260|c2_g1_i14	5	0
TR22260|c2_g1_i15	4	4
TR22260|c2_g1_i16	0	0
TR22260|c2_g1_i17	0	7
TR22260|c2_g1_i18	6	0
TR22260|c2_g1_i19	10	8
TR22260|c2_g1_i20	0	0
TR22261|c0_g1_i1	46	42
TR22262|c0_g1_i1	52	47
TR22263|c0_g1_i1	81	88
TR22263|c0_g1_i2	86	53
TR22264|c1_g1_i1	574	609
TR22264|c2_g1_i1	18	19
TR22264|c2_g1_i2	13	40
TR22265|c0_g1_i1	100	46
TR22266|c0_g1_i1	181	171
TR22267|c0_g1_i1	21	12
TR22267|c1_g1_i1	1115	218
TR22268|c0_g1_i1	131	170
TR22269|c0_g1_i1	3	16
TR22270|c0_g1_i1	5	5
TR22270|c0_g1_i2	8	7
TR22270|c0_g1_i3	31	28
TR22270|c0_g2_i1	23	0
TR22270|c0_g1_i4	0	0
TR22270|c0_g1_i5	6	0
TR22270|c0_g1_i6	19	11
TR22271|c0_g1_i1	72	20
TR22271|c0_g1_i2	26	60
TR22272|c0_g1_i1	9	976
TR22273|c0_g1_i1	20	96
TR22274|c0_g1_i1	22	36
TR22275|c0_g1_i1	14	13
TR22275|c0_g1_i2	7	36
TR22276|c0_g1_i1	51	50
TR22276|c0_g1_i2	19	15
TR22277|c0_g1_i1	2	4
TR22277|c0_g2_i1	41	58
TR22278|c0_g1_i1	16	28
TR22278|c1_g1_i1	0	10
TR22279|c0_g1_i1	261	112
TR22279|c0_g2_i1	88	34
TR22279|c0_g3_i1	0	0
TR22280|c0_g1_i1	1588	151
TR22281|c0_g1_i1	192	263
TR22282|c0_g1_i1	4	72
TR22282|c0_g2_i1	4	72
TR22282|c0_g3_i1	0	0
TR22283|c0_g1_i1	0	2
TR22283|c0_g1_i2	0	13
TR22283|c0_g1_i3	15	37
TR22283|c0_g1_i4	18	14
TR22283|c0_g1_i5	15	6
TR22284|c0_g1_i1	85	90
TR22285|c0_g1_i1	24	31
TR22285|c0_g1_i2	134	133
TR22285|c1_g1_i1	26	29
TR22286|c0_g1_i1	2202	1774
TR22287|c0_g1_i1	139	194
TR22288|c0_g1_i1	0	3
TR22288|c0_g1_i2	196	543
TR22288|c0_g1_i3	411	515
TR22288|c0_g1_i4	73	107
TR22288|c0_g1_i5	10	16
TR22288|c0_g1_i6	35	111
TR22289|c0_g1_i1	62	48
TR22289|c0_g1_i2	200	201
TR22289|c1_g1_i1	9	6
TR22289|c2_g1_i1	60	29
TR22290|c0_g1_i1	9	43
TR22291|c0_g1_i1	2	0
TR22291|c0_g1_i2	4	2
TR22291|c0_g1_i3	2	0
TR22291|c0_g1_i4	5	4
TR22292|c0_g1_i1	0	8
TR22292|c0_g1_i2	123	183
TR22293|c0_g1_i1	1371	4501
TR22294|c0_g1_i1	66	40
TR22295|c0_g1_i1	12	18
TR22296|c0_g1_i1	1137	1180
TR22297|c0_g1_i1	107	211
TR22298|c0_g1_i1	81	31
TR22299|c0_g1_i1	55	41
TR22299|c0_g1_i2	38	21
TR22300|c0_g1_i1	24	15
TR22301|c0_g1_i1	135	92
TR22301|c0_g1_i2	30	43
TR22302|c0_g1_i1	0	0
TR22302|c0_g2_i1	44	34
TR22302|c0_g2_i2	9	26
TR22303|c0_g1_i1	346	958
TR22304|c0_g1_i1	47	157
TR22305|c0_g1_i1	12	22
TR22305|c0_g1_i2	0	0
TR22306|c0_g1_i1	3584	2157
TR22307|c0_g1_i1	14	15
TR22308|c1_g1_i1	96	116
TR22309|c0_g1_i1	28	39
TR22309|c0_g1_i2	32	46
TR22309|c0_g1_i3	37	30
TR22310|c0_g1_i1	161	95
TR22310|c0_g1_i2	26	90
TR22310|c0_g1_i3	12	80
TR22311|c0_g1_i1	135	67
TR22312|c0_g1_i1	164	337
TR22313|c0_g1_i1	380	225
TR22314|c0_g1_i1	221	237
TR22315|c0_g1_i1	131	148
TR22315|c0_g1_i2	12	9
TR22315|c0_g1_i3	28	17
TR22316|c1_g1_i1	2	20
TR22316|c1_g1_i2	0	0
TR22316|c1_g1_i3	85	148
TR22316|c1_g1_i4	0	0
TR22317|c0_g1_i1	410	338
TR22318|c0_g1_i1	15	28
TR22318|c0_g2_i1	131	110
TR22319|c0_g1_i1	25	101
TR22319|c0_g2_i1	5	16
TR22319|c0_g3_i1	24	133
TR22320|c0_g1_i1	33	37
TR22320|c0_g1_i2	40	27
TR22320|c0_g1_i3	6	4
TR22320|c0_g1_i4	64	23
TR22320|c0_g1_i5	5	6
TR22320|c0_g1_i6	11	3
TR22321|c1_g1_i1	55	222
TR22321|c3_g1_i1	26	169
TR22322|c0_g1_i1	27	28
TR22322|c1_g1_i1	6	6
TR22323|c0_g1_i1	23	8
TR22323|c0_g1_i2	0	6
TR22323|c0_g1_i3	14	2
TR22324|c0_g1_i1	208	86
TR22325|c0_g1_i1	20	29
TR22325|c0_g1_i2	107	57
TR22326|c0_g1_i1	101	78
TR22327|c0_g1_i1	132	177
TR22327|c0_g2_i1	45	38
TR22328|c0_g1_i1	691	850
TR22329|c0_g1_i1	668	228
TR22330|c0_g1_i1	13	8
TR22330|c0_g1_i2	30	48
TR22331|c0_g1_i1	28	172
TR22332|c0_g1_i1	33	25
TR22332|c0_g1_i2	14	41
TR22333|c0_g1_i1	23	29
TR22333|c0_g1_i2	5	0
TR22333|c0_g1_i3	7	19
TR22333|c0_g1_i4	5	0
TR22333|c0_g1_i5	4	9
TR22334|c0_g1_i1	136	331
TR22335|c0_g1_i1	2810	2378
TR22336|c0_g1_i1	66	121
TR22336|c1_g1_i1	1153	1375
TR22337|c0_g1_i1	41	30
TR22337|c0_g1_i2	21	20
TR22338|c0_g1_i1	235	164
TR22338|c0_g1_i2	263	238
TR22339|c0_g1_i1	186	89
TR22340|c0_g1_i1	592	702
TR22341|c0_g1_i1	16	3
TR22341|c1_g1_i1	24	22
TR22341|c1_g1_i2	2	12
TR22341|c1_g2_i1	1	3
TR22342|c0_g1_i1	180	225
TR22343|c0_g1_i1	34	92
TR22344|c0_g1_i1	107	1428
TR22344|c0_g1_i2	575	3687
TR22345|c0_g1_i1	15	220
TR22345|c0_g2_i1	6	7
TR22345|c0_g3_i1	0	0
TR22346|c0_g1_i1	15	35
TR22346|c0_g1_i2	37	185
TR22347|c0_g1_i1	16	4
TR22347|c0_g1_i2	6	0
TR22347|c0_g1_i3	18	12
TR22348|c0_g1_i1	372	336
TR22349|c0_g1_i1	20	72
TR22350|c0_g1_i1	113	125
TR22351|c0_g1_i1	21	18
TR22351|c0_g1_i2	42	7
TR22352|c0_g1_i1	0	135
TR22352|c0_g2_i1	50	244
TR22352|c0_g2_i2	162	187
TR22353|c0_g1_i1	20	28
TR22353|c0_g1_i2	0	21
TR22353|c0_g1_i3	22	16
TR22353|c0_g1_i4	23	40
TR22354|c0_g1_i1	3	4
TR22354|c0_g1_i2	8	1
TR22354|c0_g1_i3	10	1
TR22355|c0_g1_i1	11	17
TR22355|c0_g1_i2	100	45
TR22355|c0_g1_i3	66	103
TR22356|c0_g1_i1	4	22
TR22356|c0_g1_i2	5	12
TR22356|c0_g1_i3	10	9
TR22356|c0_g1_i4	12	5
TR22357|c0_g1_i1	24	16
TR22357|c0_g1_i2	0	13
TR22358|c0_g1_i1	37	125
TR22359|c0_g1_i1	146	203
TR22360|c2_g1_i1	25	20
TR22361|c0_g1_i1	15	16
TR22361|c0_g1_i2	8	11
TR22361|c0_g1_i3	44	50
TR22362|c0_g1_i1	30	108
TR22362|c0_g2_i1	0	0
TR22363|c0_g1_i1	150	101
TR22364|c0_g1_i1	56	39
TR22364|c0_g1_i2	7	16
TR22365|c0_g1_i1	49	68
TR22365|c1_g1_i1	24	48
TR22366|c0_g1_i1	9	12
TR22366|c0_g2_i1	27	47
TR22366|c0_g3_i1	2	0
TR22366|c1_g1_i1	16	14
TR22366|c1_g1_i2	0	15
TR22366|c1_g1_i3	15	0
TR22367|c0_g1_i1	212	130
TR22368|c0_g1_i1	11	3
TR22368|c0_g1_i2	55	37
TR22369|c0_g1_i1	454	3339
TR22370|c0_g1_i1	52	45
TR22370|c0_g1_i2	0	0
TR22370|c0_g1_i3	30	27
TR22371|c0_g1_i1	10	13
TR22371|c1_g1_i1	54	24
TR22371|c2_g1_i1	15	10
TR22371|c2_g2_i1	30	8
TR22372|c0_g1_i1	59	34
TR22372|c0_g2_i1	7	0
TR22373|c0_g1_i1	0	13
TR22373|c0_g2_i1	12	106
TR22374|c0_g1_i1	9	3
TR22374|c0_g2_i1	0	6
TR22374|c0_g3_i1	9	9
TR22375|c0_g1_i1	23	77
TR22375|c0_g1_i2	21	31
TR22376|c0_g1_i1	37	58
TR22377|c0_g1_i1	82	138
TR22378|c0_g1_i1	217	369
TR22379|c0_g1_i1	3	4
TR22379|c0_g1_i2	74	47
TR22380|c0_g1_i1	5	13
TR22380|c1_g1_i1	25	29
TR22381|c0_g1_i1	277	744
TR22381|c0_g2_i1	7	0
TR22382|c0_g1_i1	489	298
TR22382|c1_g1_i1	43	51
TR22383|c0_g1_i1	301	414
TR22384|c0_g1_i1	62	48
TR22384|c0_g1_i2	1718	2457
TR22385|c0_g1_i1	32	27
TR22386|c0_g1_i1	25	25
TR22386|c0_g1_i2	24	0
TR22387|c0_g1_i1	231	167
TR22387|c0_g1_i2	0	93
TR22388|c0_g1_i1	13	11
TR22388|c0_g1_i2	13	32
TR22388|c0_g1_i3	13	15
TR22389|c0_g1_i1	0	0
TR22389|c0_g2_i1	1439	1218
TR22390|c0_g1_i1	12	29
TR22390|c0_g1_i2	45	11
TR22390|c0_g1_i3	35	24
TR22391|c0_g1_i1	298	205
TR22391|c0_g1_i2	10	0
TR22392|c0_g1_i1	105	162
TR22393|c0_g1_i1	150	205
TR22394|c0_g1_i1	49	64
TR22394|c0_g1_i2	28	47
TR22394|c0_g1_i3	5	4
TR22395|c0_g1_i1	23	13
TR22395|c0_g1_i2	20	54
TR22395|c0_g1_i3	294	316
TR22395|c0_g1_i4	34424	52512
TR22396|c0_g1_i1	34	55
TR22397|c0_g1_i1	14	7
TR22397|c0_g1_i2	167	228
TR22398|c0_g1_i1	24	31
TR22398|c0_g1_i2	983	1072
TR22398|c1_g1_i1	33	21
TR22399|c0_g1_i1	0	185
TR22399|c0_g1_i2	172	114
TR22400|c0_g1_i1	90	98
TR22401|c0_g1_i1	230	222
TR22402|c0_g1_i1	36	50
TR22402|c0_g1_i2	5	6
TR22402|c0_g1_i3	0	24
TR22403|c0_g1_i1	34	39
TR22403|c0_g2_i1	23	15
TR22404|c0_g1_i1	169	69
TR22405|c0_g1_i1	48	244
TR22406|c0_g1_i1	67	103
TR22406|c1_g1_i1	80	97
TR22407|c0_g1_i1	814	661
TR22407|c0_g1_i2	30	40
TR22408|c0_g1_i1	5	0
TR22408|c0_g2_i1	84	54
TR22409|c0_g1_i1	0	0
TR22409|c0_g2_i1	43	41
TR22409|c0_g2_i2	0	0
TR22410|c0_g1_i1	199	225
TR22410|c0_g1_i2	787	812
TR22411|c0_g1_i1	24	10
TR22411|c0_g2_i1	24	4
TR22412|c0_g1_i1	652	1178
TR22412|c0_g1_i2	32	130
TR22413|c0_g1_i1	692	13705
TR22414|c0_g1_i1	203	63
TR22414|c0_g1_i2	246	161
TR22414|c0_g1_i3	24	16
TR22415|c0_g1_i1	455	289
TR22415|c0_g1_i2	307	374
TR22416|c0_g1_i1	690	3674
TR22417|c0_g1_i1	109	224
TR22418|c0_g1_i1	108	95
TR22419|c0_g1_i1	0	22
TR22419|c0_g1_i2	0	10
TR22419|c0_g1_i3	2	29
TR22419|c0_g1_i4	2	33
TR22419|c0_g1_i5	1	4
TR22420|c0_g1_i1	129	134
TR22420|c0_g1_i2	49	30
TR22421|c0_g1_i1	340	293
